,인기순위,이름,영문이름,종류,나라,생산지,제조사,포도품종,알코올도수,가격,평점,산도,당도,바디감,탄닌,주소,추천순위,구매가능여부
86,87,캔달 잭슨 빈트너스 리저브 카베르네 소비뇽,KENDALL JACKSON VINTNER'S RESERVE CABERNET SAUVIGNON,Red,미국,캘리포니아,잭슨 패밀리 와인,"까베르네 소비뇽(Carbernet Sauvignon)92%, 까베르네 프랑(Cabernet Franc)4%쁘띠 베르도(Petit Verdot) 3%, 메를로(Merlot) 1%",13.5,55000,3.7,3,1,4,4,https://www.winenara.com/goods/goods_view.php?goodsNo=495,614,구매 예약
87,88,프랑수아 라베 피노누아,FRANCOIS LABET PINOT NOIR,Red,프랑스,"프랑스,코르시카",Francois Labet,피노 누아(PINOT NOIR) 100%,12.0,19900,3.5,3,0,2,2,https://www.winenara.com/goods/goods_view.php?goodsNo=2770,10,구매 예약
88,89,우나니메 말벡,UNANIME Malbec,Red,아르헨티나,멘도자 (Mendoza),페나플로 (Penaflor),말벡 (Malbec) 100%,14.5,70000,4.1,3,0,5,4,https://www.winenara.com/goods/goods_view.php?goodsNo=2636,501,구매 예약
89,90,산 텔모 리저브 말벡,SAN TELMO RESERVE MALBEC,Red,아르헨티나,"아르헨티나, 멘도사",산 텔모 (San Telmo),말벡(MALBEC) 100%,13.7,13900,3.8,4,1,4,3,https://www.winenara.com/goods/goods_view.php?goodsNo=2623,332,구매 예약
90,91,닥터루젠 레드 슬레이트 리슬링 드라이,DR. LOOSEN RED SLATE RIESLING DRY,White,독일,"독일, 모젤",WEINGUT DR. LOOSEN,리슬링 (RIESLING) 100%,12.0,27000,3.8,4,1,3,0,https://www.winenara.com/goods/goods_view.php?goodsNo=2606,34,구매 예약
91,92,아라스 그랑 빈티지,Arras Grand Vintage,Sparkling,호주,타즈매니아,ACCOLADE WINES / 하우스 오브 아라스,"샤르도네(CHARDONNAY) 65%, 피노누아(PINOT NOIR) 35%",12.5,99000,4.2,4,0,4,0,https://www.winenara.com/goods/goods_view.php?goodsNo=2586,85,구매 예약
92,93,도멘 디지오아 로이예 부르고뉴 피노 누아,DOMAINE DIGIOIA ROYER BOURGOGNE PINOT NOIR,Red,프랑스,"샹볼 뮈지니, 모레이 생 드니",디지오아 로이예,피노 누아 100%,14.0,70000,3.7,3,0,3,3,https://www.winenara.com/goods/goods_view.php?goodsNo=1917,158,구매 예약
93,94,펫저 안토니 힐 카베르네 소비뇽,FETZER ANTHONY'S HILL CABERNET SAUVIGNON,Red,미국,"캘리포니아, 멘도치노 카운티, 안토니즈 힐",펫저 / 콘차 이 토로,카베르네 소비뇽 100%,13.5,15000,3.5,3,1,3,4,https://www.winenara.com/goods/goods_view.php?goodsNo=1886,463,구매 예약
94,95,아콩카구아 알토 카베르네 소비뇽,ACONCAGUA ALTO CABERNET SAUVIGNON,Red,칠레,아콩카구아 알토,비냐 에라주리즈 (Errazuriz),"카베르네 소비뇽 88%, 쁘띠 베르도 7%, 카베르네 프랑 5%",14.0,52000,3.9,3,0,4,4,https://www.winenara.com/goods/goods_view.php?goodsNo=1649,149,구매 예약
95,96,로시뇰 코르누 부르고뉴 피노누아,ROSSIGNOL CORNU BOURGOGNE COTE D'OR PINOT NOIR,Red,프랑스,부르고뉴,로시뇰 코르우 에 피스 ( Rossignol Cornu et Fils ),피노 누아 (Pinot Noir),13.0,45000,3.4,3,0,2,3,https://www.winenara.com/goods/goods_view.php?goodsNo=1598,252,구매 불가
96,97,빌라 엠 골드,VILLA M GOLD,Sparkling,이탈리아,"피에몬테, 아스티",산테로 S.P.A. (Santero S.P.A.),모스카토 (Moscato) 100%,5.5,32000,3.9,2,4,2,0,https://www.winenara.com/goods/goods_view.php?goodsNo=1509,113,구매 예약
97,98,오르벤,ORBEN,Red,스페인,"스페인, 리오하",보데가스 오르벤 /아르테비노 (Bodegas Orben / Artevino),템프라니요 (Tempranillo) 100%,14.2,65000,4.0,3,0,3,3,https://www.winenara.com/goods/goods_view.php?goodsNo=1440,468,구매 예약
98,99,쿠네 베르데호,CUNE RUEDA VERDEJO,White,스페인,루에다,쿠네,베르데호 (Verdejo) 100%,12.7,16900,3.4,4,0,2,0,https://www.winenara.com/goods/goods_view.php?goodsNo=1260,571,구매 예약
99,100,구아도 알 타소 비앙코,GUADO AL TASSO BIANCO,White,이탈리아,"토스카나, 볼게리",안티노리,베르멘티노(Vermentino) 100%,12.5,60000,3.9,3,1,3,0,https://www.winenara.com/goods/goods_view.php?goodsNo=950,528,구매 예약
100,101,[하프와인] 알파카 브뤼,ALPACA BRUT,Sparkling,칠레,-,VSPT,샤르도네 (Chardonnay) 100%,12.0,15000,3.0,4,0,2,0,https://www.winenara.com/goods/goods_view.php?goodsNo=2707,360,구매 예약
101,102,인비보 X 사라 제시카 파커 말보로 소비뇽 블랑,INVIVO X SJP MALBOROUGH SAUVIGNON BLANC,White,뉴질랜드,뉴질랜드,INVIVO X SJP,소비뇽 블랑(SAUVIGNON BLANC) 100%,13.0,27000,4.1,4,0,2,0,https://www.winenara.com/goods/goods_view.php?goodsNo=2686,17,구매 불가
102,103,산 텔모 말벡,SAN TELMO MALBEC,Red,아르헨티나,"아르헨티나, 멘도사",산 텔모 (San Telmo),말벡(MALBEC) 100%,13.3,9900,3.6,3,1,3,2,https://www.winenara.com/goods/goods_view.php?goodsNo=2620,335,구매 예약
103,104,아라스 블랑드 블랑,ARRAS BLANC DE BLANC NV,Sparkling,호주,타즈매니아,ACCOLADE WINES / 하우스 오브 아라스,샤르도네(CHARDONNAY) 100%,12.5,52000,4.0,4,0,4,0,https://www.winenara.com/goods/goods_view.php?goodsNo=2590,84,구매 예약
104,105,아라스 브뤼 엘리트,ARRAS BRUT ELITE,Sparkling,호주,타즈매니아,ACCOLADE WINES / 하우스 오브 아라스,"피노누아 49%, 샤르도네 42%, 피노 므니에 9%",12.5,62000,3.9,4,0,4,0,https://www.winenara.com/goods/goods_view.php?goodsNo=2585,86,구매 예약
105,106,룩벨레어 로제 팬텀,LUC BELAIRE ROSE FANTOME,Rose,프랑스,프로방스 꼬뜨 다쥐르,룩 벨레어,"90% 시라, 5% 그르나슈, 5% 쌩소",12.5,62000,3.9,3,1,4,0,https://www.winenara.com/goods/goods_view.php?goodsNo=2546,626,구매 예약
106,107,바독 샤르도네,BAR DOG CHARDONNAY,White,미국,캘리포니아,바 독,샤르도네,13.5,29000,3.8,3,0,3,0,https://www.winenara.com/goods/goods_view.php?goodsNo=1937,209,구매 예약
107,108,알파카 카베르네 소비뇽,ALPACA CABERNET SAUVIGNON,Red,칠레,센트럴밸리,VSPT,"카베르네 소비뇽(Cabernet Sauvignon) 85%, 시라(Syrah) 15%",13.1,15000,3.1,3,0,3,3,https://www.winenara.com/goods/goods_view.php?goodsNo=1642,449,구매 예약
108,109,닥터 린드만 빈65 샤르도네,LINDEMAN'S BIN 65 CHARDONNAY,White,호주,뉴 사우스 웨일즈 & 빅토리아,린드만 (Lindeman’s),샤르도네 (Chardonnay),13.5,20000,3.3,3,0,3,0,https://www.winenara.com/goods/goods_view.php?goodsNo=1379,612,구매 예약
109,110,빌라 엠,VILLA M,White,이탈리아,피에몬테,지아니 갈리아르도 (Gianni Gagliardo),모스카토 (Moscato) 100%,5.0,23000,3.9,1,4,2,0,https://www.winenara.com/goods/goods_view.php?goodsNo=1368,138,구매 불가
110,111,캔달 잭슨 빈트너스 리저브 메를로,KENDALL JACKSON VINTNER'S RESERVE MELOT,Red,미국,캘리포니아,잭슨 패밀리 와인,"메를로 (Merlot) 94.6%, 말벡 (Malbec) 3.8%, 까베르네 소비뇽 (Cabernet Sauvignon) 0.7%, 까베르네 프랑 (Cabernet Franc) 0.5%, 쁘띠 베르도 (Petit Verdot) 0.3%, 까르메네르 (Carmenere) 0.1%,",13.5,55000,3.7,3,1,4,3,https://www.winenara.com/goods/goods_view.php?goodsNo=1073,447,구매 예약
111,112,에스쿠도 로호 리제르바 샤르도네,ESCUDO ROJO RESERVA CHARDONNAY,White,칠레,카사블랑카 밸리,바롱 필립 드 로칠드 마이포 칠레,샤르도네 (Chardonnay) 100%,14.0,34000,3.6,3,0,2,0,https://www.winenara.com/goods/goods_view.php?goodsNo=1051,551,구매 예약
112,113,프루노토 바롤로,PRUNOTTO BAROLO,Red,이탈리아,"피에몬테, 바롤로","프루노토, 안티노리",네비올로 (Nebbiolo) 100%,13.5,79000,4.0,4,0,4,4,https://www.winenara.com/goods/goods_view.php?goodsNo=954,513,구매 불가
113,114,에리미나 화이트,HERRI MINA WHITE,White,프랑스,"남서부, 이룰레기",장 끌로드 베루에,"그로 망상 (Gros Manseng), 쁘띠 꾸르뷔 (Petit Courbu), 쁘띠 망상 (Petit Manseng)",13.0,75000,3.8,2,1,3,0,https://www.winenara.com/goods/goods_view.php?goodsNo=938,564,구매 예약
114,115,루이 라뚜르 샤블리 1등급,LOUIS LATOUR CHABLIS 1ER CRU,White,프랑스,"부르고뉴, 샤블리",루이 라뚜르,샤르도네 (Chardonnay) 100%,13.0,95000,4.0,3,0,3,0,https://www.winenara.com/goods/goods_view.php?goodsNo=835,617,구매 예약
115,116,도멘 드 마르꾸 꼬뜨 뒤 론,DOMAINE DE MARCOUX COTES DU RHONE,Red,프랑스,"론 밸리, 남부 론",도멘 드 마르꾸,"그르나슈 (Grenache) 80%, 무르베드르 (Mourvedre) 20%",14.0,49000,3.8,3,1,3,3,https://www.winenara.com/goods/goods_view.php?goodsNo=742,109,구매 예약
116,117,수카르디 세리에 에이 말벡,ZUCCARDI SERIE A MALBEC,Red,아르헨티나,-,패밀리아 수카르디(FAMILIA ZUCCARDI),말벡(MALBEC) 100%,14.5,21900,3.7,3,0,3,3,https://www.winenara.com/goods/goods_view.php?goodsNo=3039,394,구매 예약
117,118,[매그넘와인] 샤또 보네 리저브 레드 1500ml,CHATEAU BONNET RESERVE RED,Red,프랑스,보르도,앙드레 뤼통,"까베르네 소비뇽(Cabernet Sauvignon) 50%, 메를로(Merlot) 50%",13.0,90000,3.6,2,0,3,3,https://www.winenara.com/goods/goods_view.php?goodsNo=2796,605,구매 예약
118,119,닥터루젠 그라쳐 돔프롭스트 리슬링 드라이 GG,DR. LOOSEN GRAACHER DOMPROBST RIESLING GG,White,독일,"독일, 모젤",WEINGUT DR. LOOSEN,리슬링(RIESLING) 100%,12.5,66000,4.0,4,1,4,0,https://www.winenara.com/goods/goods_view.php?goodsNo=2610,30,구매 예약
119,120,알다바 그란 레세르바 카베르네 소비뇽,ALDABA GRAN RESERVA CABERNET SAUVIGNON,Red,칠레,라펠 밸리,산타 크리스티나,카베르네 소비뇽 100%,14.5,25000,3.4,4,1,4,4,https://www.winenara.com/goods/goods_view.php?goodsNo=1855,245,구매 예약
120,121,마스 안데스 카베르네 소비뇽,MAS ANDES CABERNET SAUVIGNON,Red,칠레,센트럴밸리,바롱 필립 드 로칠드 칠레,카베르네 소비뇽 100%,13.5,30000,3.4,3,1,3,3,https://www.winenara.com/goods/goods_view.php?goodsNo=1819,139,구매 예약
121,122,도멘 드 발무아신 피노 누아,DOMAINE DE VALMOISSINE PINOT NOIR,Red,프랑스,"프로방스, 바",루이 라뚜르,피노 누아,13.0,45000,3.7,3,1,2,3,https://www.winenara.com/goods/goods_view.php?goodsNo=1772,177,구매 불가
122,123,피에르 뤼통 화이트,PIERRE LURTON BORDEAUX WHITE,White,프랑스,보르도,피에르 뤼통(Pierre Lurton),"소비뇽 블랑 (Sauvignon Blanc) 70%, 세미용 (Semillon) 30%",12.0,50000,3.8,3,1,2,0,https://www.winenara.com/goods/goods_view.php?goodsNo=1535,90,구매 불가
123,124,산타 크리스티나 비앙코,SANTA CRISTINA BIANCO,White,이탈리아,움브리아,안티노리,"그레케토(Grechetto), 프로카니코(Procanico)",12.0,19900,3.6,3,0,2,0,https://www.winenara.com/goods/goods_view.php?goodsNo=946,542,구매 예약
124,125,마푸 리제르바 샤르도네,Mapu Reserva Chardonnay,White,칠레,"칠레, 마울레 밸리",바롱 필립 드 로칠드 칠레,샤르도네(Chardonnay) 100%,14.0,21000,3.3,4,1,4,0,https://www.winenara.com/goods/goods_view.php?goodsNo=2633,120,구매 예약
125,126,산 텔모 리저브 카베르네 소비뇽,SAN TELMO RESERVE CABERNET SAUVIGNON,Red,아르헨티나,"아르헨티나, 멘도사",산 텔모 (San Telmo),카베르네 소비뇽(CABERNET SAUVIGNON) 100%,13.7,17900,3.7,4,1,4,4,https://www.winenara.com/goods/goods_view.php?goodsNo=2622,333,구매 예약
126,127,배티그 비노 비네도 피노누아,BAETTIG VINO VINEDO PINOT NOIR,Red,칠레,"칠레, 마에이코 밸리",BAETTIG WINE(VIA VINICA SPA),피노누아 (PINOT NOIR) 100%,13.0,55000,3.8,3,0,4,3,https://www.winenara.com/goods/goods_view.php?goodsNo=2603,37,구매 예약
127,128,사이드웨이 피노 누아,SIDEWAYS PINOT NOIR,Red,칠레,카사블랑카 밸리,VIA WINES,피노 누아 100%,13.5,30000,3.6,3,1,3,3,https://www.winenara.com/goods/goods_view.php?goodsNo=1915,1,구매 불가
128,129,셀리에 데 프린스 꼬뜨뒤론 샤또네프 뒤 파프,CELLIER DES PRINCES CHATEAUNEUF DU PAPE,Red,프랑스,"남부 론 (Southern Rhone), 샤또네프뒤파프(Chateauneuf du pape)",셀리에 데 프린스 (Cellier des Princes),"GSM (그르나슈 90%, 시라 5%, 무르베드르 5%)",14.0,80000,4.0,3,0,3,4,https://www.winenara.com/goods/goods_view.php?goodsNo=1561,456,구매 예약
129,130,본테라 카베르네 소비뇽,BONTERRA CABERNET SAUVIGNON,Red,미국,"캘리포니아, 멘도치노 카운티, 안토니즈 힐",펫져 (Fetzer) /소유주 : 칠레 콘차 이 토로 (Concha y Toro),카베르네 소비뇽 100%,13.8,50000,3.7,3,1,3,3,https://www.winenara.com/goods/goods_view.php?goodsNo=1497,467,구매 예약
130,131,샤또 보네 레드,CHATEAU BONNET RED,Red,프랑스,보르도,앙드레 뤼통,"까베르네 소비뇽(Cabernet Sauvignon) 50%, 메를로(Merlot) 50%",13.0,38000,3.5,2,0,3,3,https://www.winenara.com/goods/goods_view.php?goodsNo=1008,606,구매 예약
131,132,빌라 안티노리 비앙코,VILLA ANTINORI BIANCO,White,이탈리아,토스카나,안티노리 (Antinori),"트레비아노(Trebbiano), 말바시아(Malvasia) 50%, 피노 블랑(Pinot Blanc), 피노 그리지오(Pinot Grigio) 35%, 리슬링(Riesling) 15%",12.0,19900,3.8,3,1,3,0,https://www.winenara.com/goods/goods_view.php?goodsNo=945,544,구매 예약
132,133,샤또 드 샤미레 메르퀴레 레드,CHATEAU DE CHAMIREY MERCUREY,Red,프랑스,"부르고뉴, 꼬뜨 샬로네즈, 메르퀴레",샤또 드 샤미레,피노 누아 (Pinot Noir) 100%,13.5,89000,4.0,3,0,3,3,https://www.winenara.com/goods/goods_view.php?goodsNo=686,470,구매 예약
133,134,톨 퍼들 빈야드 피노누아,TOLPUDDLE VINEYARD PINOT NOIR,Red,호주,"호주, 타스매니아",SHAW AND SMITH,피노 누아(PINOT NOIR) 100%,12.5,110000,4.3,3,0,4,2,https://www.winenara.com/goods/goods_view.php?goodsNo=2753,53,구매 예약
134,135,라운드 힐 샤르도네,Round Hill Chardonnay,White,미국,캘리포니아,러더포드 와인 컴퍼니 (Rutherford Wine Company),샤르도네(Chardonnay) 100%,13.0,22000,3.7,3,1,3,0,https://www.winenara.com/goods/goods_view.php?goodsNo=2719,14,구매 예약
135,136,바인리히 리슬링,WEINREICH RIESLING,White,독일,"독일, 라인헤센",WEINREICH,리슬링(RIESLING) 100%,12.5,14900,3.8,4,2,3,0,https://www.winenara.com/goods/goods_view.php?goodsNo=2660,23,구매 예약
136,137,토르치코다,TORCICODA,Red,이탈리아,"풀리아, 살렌토",토마레스카 / 안티노리,프리미티보 100%,14.0,70000,4.0,3,1,4,4,https://www.winenara.com/goods/goods_view.php?goodsNo=1879,520,구매 불가
137,138,"바디아 아 파시냐노, 키안티 클라시코 그란 셀레찌오네",BADIA A PASSIGNANO GRAN SELEZIONE,Red,이탈리아,"토스카나, 키안티 클라시코",안티노리 (Antinori),산지오베제 (Sangiovese) 100%,14.0,140000,4.2,3,1,4,4,https://www.winenara.com/goods/goods_view.php?goodsNo=1407,472,구매 예약
138,139,카멜로드 몬테레이 샤르도네,CARMEL ROAD MONTEREY CHARDONNAY,White,미국,"캘리포니아, 몬테레이",잭슨 패밀리 와인,샤르도네 (Chardonnay) 100%,13.5,70000,3.7,3,0,2,0,https://www.winenara.com/goods/goods_view.php?goodsNo=1204,494,구매 예약
139,140,샤또 크뤼조 레드,CHATEAU CRUZEAU RED,Red,프랑스,"보르도, 빼삭 레오냥",앙드레 뤼통,"까베르네 소비뇽(Cabernet Sauvignon) 55%, 메를로(Merlot) 43%, 까베르네 프랑(Cabernet Franc) 2%",12.5,80000,3.8,2,1,3,2,https://www.winenara.com/goods/goods_view.php?goodsNo=566,96,구매 예약
140,141,빌라 안티노리 로쏘,VILLA ANTINORI ROSSO,Red,이탈리아,토스카나,안티노리,"산지오베제(Sangiovese)55%, 까베르네 소비뇽(Cabernet Sauvignon) 25%,메를로(Merot) 15%, 시라(Syrah) 5%",13.5,36000,3.8,3,1,3,4,https://www.winenara.com/goods/goods_view.php?goodsNo=505,603,구매 불가
141,142,루이 부요 크레망 드 부르고뉴 밀레짐,LOUIS BOUILLOT CREMANT DE BOURGOGNE BRUT MILLESIME,Sparkling,프랑스,"프랑스,부르고뉴",루이 부요(Louis Bouillot),"샤르도네(CHARDONNAY) 42% , 피노 누아(PINOT NOIR) 35% , 알리고테(ALIGOTE) 15% , 가메(GAMAY) 8%",12.0,35000,3.8,3,0,3,0,https://www.winenara.com/goods/goods_view.php?goodsNo=2781,47,구매 예약
142,143,젠틀맨즈컬렉션 토니,GENTLEMAN'S COLLECTION TAWNY,Red,호주,호주,Treasury Wine Estate,"쉬라즈(SHIRAZ), 마타로(MATARO), 그르나슈(GRENACHE), 모스카토(MUSCAT)",17.5,35000,4.3,3,3,3,0,https://www.winenara.com/goods/goods_view.php?goodsNo=2756,52,구매 예약
143,144,폴 당장 뀌베 `47,PUAL DANGIN CUVEE `47,Champagne,프랑스,상파뉴,SARL DANGIN,"피노 누아(PINOT NOIR), 샤르도네(CHARDONNAY)",12.0,90000,4.2,3,0,4,0,https://www.winenara.com/goods/goods_view.php?goodsNo=2729,68,구매 예약
144,145,퍼스트 드랍 풀 팻 레드,FIRST DROP FULL FAT RED,Red,호주,-,FIRST DROP WINES,"쉬라즈(SHIRAZ)65%,몬테풀치아노(MONTEPULCIANO)18%, 네비올로(NEBBIOLO)8%,그르나슈(GARNACHA)5%,모나스트렐(MONASTRELL)4%",14.5,19900,3.5,3,0,3,3,https://www.winenara.com/goods/goods_view.php?goodsNo=2699,73,구매 예약
145,146,퍼스트 드랍 풀 팻 화이트,FIRST DROP FULL FAT WHITE,White,호주,-,FIRST DROP WINES,"아르네이스(ARNEIS) 66% , 알리아니코(AGLIANICO) 21% , 샤르도네(CHARDONNAY) 13%",13.0,19900,3.3,3,0,2,0,https://www.winenara.com/goods/goods_view.php?goodsNo=2698,74,구매 예약
146,147,리지니 로소 디 몬탈치노,LISINI ROSSO DI MONTALCINO,Red,이탈리아,"이태리, 토스카나",AZIENDA LISINI,산지오베제 (Sangiovese) 100%,14.5,80000,3.9,4,1,3,3,https://www.winenara.com/goods/goods_view.php?goodsNo=2656,13,구매 예약
147,148,닥터루젠 블루 슬레이트 리슬링 카비넷,DR. LOOSEN BLUE SLATE RIESLING KABINETT,White,독일,"독일, 모젤",WEINGUT DR. LOOSEN,리슬링 (RIESLING) 100%,8.0,30000,4.0,4,2,3,0,https://www.winenara.com/goods/goods_view.php?goodsNo=2608,32,구매 불가
148,149,리치텔리 헤이 말벡 로제,RICCITELLI HEY MALBEC ROSE,Rose,아르헨티나,멘도자 (Mendoza),리치텔리 (Matías Riccitelli),말벡 (Malbec) 100%,12.0,29000,3.7,3,1,2,1,https://www.winenara.com/goods/goods_view.php?goodsNo=2577,340,구매 불가
149,150,하디스 스탬프 샤르도네 세미옹,HARDYS STAMP CHARDONNAY SEMILLON,White,호주,호주 (South Eastern Australia),하디스 (Hardys),샤르도네 (Chardonnay) & 세미옹 (Semillon),13.0,14900,3.4,3,0,2,0,https://www.winenara.com/goods/goods_view.php?goodsNo=2058,218,구매 예약
150,151,바독 카베르네소비뇽,BAR DOG CABERNET SAUVIGNON,Red,미국,캘리포니아,바 독,"카베르네 소비뇽 95%, 쁘띠 베르도 2%",13.5,32000,3.8,2,0,5,3,https://www.winenara.com/goods/goods_view.php?goodsNo=1935,211,구매 예약
151,152,캔달 잭슨 빈트너스 리저브 진판델,KENDALL JACKSON VINTNER'S RESERVE ZINFANDEL,Red,미국,"캘리포니아, 멘도치노 카운티",잭슨 패밀리 와인즈,"진판델 78%, 쁘띠 시라 18%, 시라 3%, 알리 칸테 부쉐 1%",14.5,39000,3.8,3,0,4,4,https://www.winenara.com/goods/goods_view.php?goodsNo=1876,548,구매 예약
152,153,빌라 엠 줄리아,VILLA M JULIA,White,이탈리아,베로나,,"가르가네가, 피노 비앙코",11.0,13500,2.7,1,3,1,0,https://www.winenara.com/goods/goods_view.php?goodsNo=1842,471,구매 예약
153,154,루이 라뚜르 마르사네,LOUIS LATOUR MARSANNAY,Red,프랑스,"부르고뉴, 꼬뜨 드 뉘, 마르사네",루이 라뚜르,피노 누아 100%,13.0,65000,3.7,3,0,2,3,https://www.winenara.com/goods/goods_view.php?goodsNo=1784,583,구매 불가
154,155,알파카 프리미엄 피노누아,ALPACA PREMIUM PINOT NOIR,Red,칠레,센트럴밸리,VSPT,피노 누아(Pinot Noir) 100%,12.8,20000,2.5,3,0,3,0,https://www.winenara.com/goods/goods_view.php?goodsNo=1645,315,구매 예약
155,156,카사솔레,CASASOLE,White,이탈리아,오르비에토,산타 크리스티나 / 안티노리 (Santa Cristina / Antinori),"프로카니코, 그레케토",10.5,20000,3.9,3,2,2,0,https://www.winenara.com/goods/goods_view.php?goodsNo=1639,493,구매 불가
156,157,아콩카구아 알토 까르메네르,ACONCAGUA ALTO CARMENERE,Red,칠레,아콩카구아 밸리,비냐 에라주리즈 (Vina Errazuriz),까르메네르 (Carmenere) 100%,14.0,52000,4.0,3,0,4,4,https://www.winenara.com/goods/goods_view.php?goodsNo=1510,628,구매 예약
157,158,토마레스카 보카 디 루포,BOCCA DI LUPO,Red,이탈리아,"풀리아, 카스텔 델 몬테(Castel del Monte)",토마레스카 (Tormaresca) / 안티노리 (Antinori),알리아니코 (Aglianico) 100%,14.0,150000,4.1,3,1,4,5,https://www.winenara.com/goods/goods_view.php?goodsNo=1485,136,구매 예약
